"haul_log_key","gear_log_key","haul_number","gear_code","was_haul_observed","was_catch","was_incidental_take","weather_description","weather_description_desc","wind_speed","wind_direction","wave_height","reverse_haul","gear_condition","gear_condition_desc","mainline_length","set_speed","bottom_depth_minimum","bottom_depth_maximum","hook_depth_minimum","hook_depth_maximum","total_additional_weight","target_species","target_species_desc","soak_duration","were_floats_used","number_of_floats","were_light_sticks_used","number_light_sticks","were_rattlers_used","number_rattlers","were_surf_lites_used","number_surf_lites","were_sat_buoys_used","number_satellite_buoys","were_radio_beacons_used","number_radio_beacons","were_radar_reflectors_used","number_radar_reflectors","additional_line_weights_used","number_additional_line_weights","number_hooks_set","number_hooks_lost","number_hooks_tended","number_hooks_rebaited","begin_set_date","begin_set_dt","begin_set_time","end_set_date","end_set_dt","end_set_time","begin_haul_date","begin_haul_dt","begin_haul_time","end_haul_date","end_haul_dt","end_haul_time","begin_set_latitude","begin_set_latitude_minutes","begin_set_latitude_hemisphere","end_set_latitude","end_set_latitude_minutes","end_set_latitude_hemisphere","begin_haul_latitude","begin_haul_latitude_minutes","begin_haul_latitude_hemisphere","end_haul_latitude","end_haul_latitude_minutes","end_haul_latitude_hemisphere","begin_set_longitude","begin_set_longitude_minutes","begin_set_longitude_hemisphere","end_set_longitude","end_set_longitude_minutes","end_set_longitude_hemisphere","begin_haul_longitude","begin_haul_longitude_minutes","begin_haul_longitude_hemispher","end_haul_longitude","end_haul_longitude_minutes","end_haul_longitude_hemisphere","begin_set_temperature","end_set_temperature","begin_haul_temperature","end_haul_temperature","set_duration","haul_lost_time","haul_duration","fishing_area","experimental_treatment","comments","is_experiment","created_by_user_id","created_date","modified_by_user_id","modified_date","number_hooks_bent","trip_number","string_number","bait1","bait_kind_1","bait_number_used_1","bait2","bait_kind_2","bait_number_used_2","bait3","bait_kind_3","bait_number_used_3","lat_bh","lon_bh","lat_eh","lon_eh","lat_bs","lon_bs","lat_es","lon_es","date","year","month","dolphin_fish_mahi_mahi","shark_dusky","shark_thresher_bigeye","sharks","swordfish","tuna_yellowfin","marlin_white","sailfish","shark_blacktip","shark_night","wahoo","shark_hammerhead_scalloped","shark_mako_shortfin","barracudas","puffers","billfish","bonito_atlantic","escolar","marlin_blue","shark_bignose","shark_tiger","tuna_blackfin","oilfish","rays_skates","shark_blue","shark_oceanic_whitetip","tuna_albacore","tuna_bigeye","tuna_bluefin","lancetfish","tunas","mackerel_snake","shark_bull","shark_mako_longfin","pomfrets","sea_turtle_leatherback","shark_silky","shark_thresher","skipjack","sea_turtle_loggerhead","remora","pilot_whale","shark_hammerhead_smooth","shark_hammerhead","shearwater_great","unknown","stingray_pelagic","ray_mobulid","sunfishes","shark_porbeagle","goosefish","sharks_mako","spearfish_roundscale","shark_sandbar","sunfish_sharptail","shark_requiem","shark_cookiecutter","white_marlin_roundscale_spear","dolphin_bottlenose","shark_spinner","amberjacks","mackerel_king","uncoded_animal","sunfish_ocean","cobia","shark_hammerhead_great","dolphin_pantropic_spotted","little_tunny","cigarfish_bigeye","jacks","shark_dogfish","misc","cutlass_fish","birds","squids","dolphin_rissos","dealfish","spearfish_longbill","shark_caribbean_reef","bluefish","turtles","spearfishes","marine_mammal","dolphins","shark_finetooth","runner_rainbow","shark_atlantic_sharpnose","shark_thresher_common","grouper_snowy","grouper_yellowedge","mackerel_chub","tripletail","shark_dogfish_smooth","cutlassfish_atlantic","red_snapper","ridley_olive","shark_crocodile","shark_dogfish_spiny","whale_pilot_shortfin","pilotfish","shark_whale","shark_basking","shark_mackerel","opah","shark_blacknose","shark_sand_tiger","gull_herring","gull_laughing","whale_minke","pelican_brown","dolphin_common","louvar","jack_bluerunner","whale_sperm","gannet_northern","dolphin_atlantic_spotted","snapper_blackfin","dolphin_spinner_shortbeak","sea_turtle_hawksbill","tilefish_golden","shark_nurse","shark_sharpnose_sevengill","tilefish_gray_blueline","whale_false_killer","northern_fulmar","banded_rudderfish","whale_beaked","shearwater_corys","sea_turtle_green","tarpon","triggerfish","halibut_atlantic","whale_pygmy_sperm","grenadiers","dogfish_velvet","sea_turtle_kemp_s_ridley","harbor_porpoise","shark_gulper_little","mackerel_atlantic","rough_toothed_dolphin","eel_king_snake","shearwaters","mackerel_frigate","drum_red","great_black_backed_gull","grouper_warsaw","whale_pilot_longfin","eel_conger","jaeger_parasitic_jaeger","whales","gulls","whale_killer","hakes","sea_bass_black","shark_great_white","ray_chilean_devil","whale_dwarf_pygmy_sperm","shark_cow_sharks","ray_manta","rosefish_black_bellied","lobsters","sea_anemones","sea_stars","ray_mobula","sea_cucumber","shark_gulper","jack_crevalle","ray_giant_devil","ray_spotted_eagle","crab","na","dolphin_blackfish","mlotst","so","thetao","uo","vo","zos","thetao_150m","thetao_500m","sst_anomaly","ssh_anomaly","chl","front_z","tke","eke","dfrom_shore","depth","moon_angle","begin_set_date_2","end_set_date_2","sunrise","sunset","day_hours","night_hours","intersects_canyon","hooks_rule","x","y"
271213,61924,1,"675",1,1,1,"02","PARTLY CLOUDY","5","130",2,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",27.8,8.5,NA,NA,35,35,10,"YFT","TUNA YELLOWFIN",5.7,1,200,0,0,0,NA,0,NA,0,NA,0,NA,1,6,1,2,800,13,0,0,2008-05-05 09:21:00,2008-05-05,"0921",2008-05-05 12:37:00,2008-05-05,"1237",2008-05-05 18:21:00,2008-05-05,"1821",2008-05-05 23:27:00,2008-05-05,"2327",28,6,"N",28,12,"N",28,15,"N",28,15,"N",88,9,"W",88,5,"W",88,2,"W",88,6,"W",76.2,76.1,76.6,75.9,3.3,0,5.1,"GOM",NA,"USED APPROX. 5 LB. WTS ON EACH END OF SET, EVERY SET.","N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04005",1,"SQUID","03",800,NA,NA,NA,NA,NA,NA,28.25,-88.0333333333333,28.25,-88.1,28.1,-88.15,28.2,-88.0833333333333,2008-05-05,2008,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4518700838089,0.0537915080785751,21.0179710388184,2.1873411242268e-05,-3.68462278856896e-05,-6.08760310569778e-05,21.0129623413086,21.0059909820557,-3.59591937065125,0.167205199599266,0.0847466066479683,0.0900971367955208,9.90715398607733e-10,0.0336231216788292,133976.21875,-2213.35522460938,0.00385392437181814,2008-05-05 09:21:00,2008-05-05 12:37:00,2008-05-05 11:09:47,2008-05-06 00:30:45,1.45361111111111,4.24638888888889,0,0,777915.330079208,602439.048687087
271214,61924,2,"675",1,1,0,"02","PARTLY CLOUDY","10","160",4,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32.2,8.3,NA,NA,35,35,10,"YFT","TUNA YELLOWFIN",6.6,1,225,0,0,0,NA,0,NA,0,NA,0,NA,1,7,1,2,900,23,0,0,2008-05-08 09:41:00,2008-05-08,"0941",2008-05-08 13:34:00,2008-05-08,"1334",2008-05-08 20:10:00,2008-05-08,"2010",2008-05-09 02:23:00,2008-05-09,"0223",26,55,"N",26,49,"N",26,51,"N",26,44,"N",94,25,"W",95,0,"W",94,59,"W",94,23,"W",76,76.1,76.6,76.3,3.9,0,6.2,"GOM",NA,NA,"N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04005",1,"SQUID","03",900,NA,NA,NA,NA,NA,NA,26.85,-94.9833333333333,26.7333333333333,-94.3833333333333,26.9166666666667,-94.4166666666667,26.8166666666667,-95,2008-05-08,2008,5,0,0,0,4,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2840576171875,0.0529910661280155,21.0181045532227,0.000232811900787055,3.62253776984289e-05,-3.54787007381674e-05,21.013240814209,21.0067138671875,-3.93865847587585,0.141603857278824,0.119299322366714,0.208961695432663,2.7980229688751e-08,0.0140397343784571,225985.765625,-1513.25720214844,0.0922021512068211,2008-05-08 09:41:00,2008-05-08 13:34:00,2008-05-08 11:36:19,2008-05-09 00:56:46,1.96138888888889,4.63861111111111,0,0,130505.011837946,419776.367737127
271215,61924,3,"675",1,1,0,"02","PARTLY CLOUDY","15","160",5,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32.5,8.3,NA,NA,35,35,10,"YFT","TUNA YELLOWFIN",6,1,225,0,0,0,NA,0,NA,0,NA,0,NA,1,7,1,2,900,37,0,0,2008-05-09 09:41:00,2008-05-09,"0941",2008-05-09 13:36:00,2008-05-09,"1336",2008-05-09 19:35:00,2008-05-09,"1935",2008-05-10 02:19:00,2008-05-10,"0219",26,56,"N",26,52,"N",26,58,"N",26,58,"N",95,1,"W",95,37,"W",95,38,"W",95,5,"W",76,77.3,77.8,76.1,3.9,0,6.7,"GOM",NA,NA,"N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04005",1,"SQUID","03",900,NA,NA,NA,NA,NA,NA,26.9666666666667,-95.6333333333333,26.9666666666667,-95.0833333333333,26.9333333333333,-95.0166666666667,26.8666666666667,-95.6166666666667,2008-05-09,2008,5,3,0,0,0,1,13,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45403707027435,0.0507385320961475,21.0180969238281,0.00019022508058697,0.000158717200974934,-5.93023978581186e-05,21.0134887695312,21.0056133270264,-4.02274370193481,0.148334950208664,0.198814541101456,0.0810361430048943,3.09187484504037e-08,0.0388722233474255,186095.078125,-1345.13684082031,0.172998208098744,2008-05-09 09:41:00,2008-05-09 13:36:00,2008-05-09 11:38:05,2008-05-10 01:00:05,1.96527777777778,4.03472222222222,0,0,66216.4860235737,430578.319259394
271216,61924,4,"675",1,1,0,"02","PARTLY CLOUDY","10","160",4,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32.5,8.3,NA,NA,35,35,10,"YFT","TUNA YELLOWFIN",5.8,1,225,0,0,0,NA,0,NA,0,NA,0,NA,1,7,1,2,900,29,0,0,2008-05-10 09:51:00,2008-05-10,"0951",2008-05-10 13:46:00,2008-05-10,"1346",2008-05-10 19:33:00,2008-05-10,"1933",2008-05-11 00:46:00,2008-05-11,"0046",26,59,"N",26,54,"N",26,59,"N",26,59,"N",94,59,"W",95,32,"W",95,32,"W",95,0,"W",76,77.9,77.8,77.4,3.9,0,5.2,"GOM",NA,NA,"N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04005",1,"SQUID","03",900,NA,NA,NA,NA,NA,NA,26.9833333333333,-95.5333333333333,26.9833333333333,-95,26.9833333333333,-94.9833333333333,26.9,-95.5333333333333,2008-05-10,2008,5,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45403707027435,0.0498853288590908,21.0182437896729,0.000196039793081582,0.00015389385225717,-5.63453213544562e-05,21.0134563446045,21.0056953430176,-4.12940740585327,0.150449723005295,0.172722697257996,0.103915244340897,3.10884047394211e-08,0.0237072389572859,191858.078125,-1407.56567382812,0.269863721176796,2008-05-10 09:51:00,2008-05-10 13:46:00,2008-05-10 11:37:07,2008-05-11 01:00:24,2.14805555555556,3.65194444444444,0,0,73687.6284179496,433844.721317886
271217,61924,5,"675",1,1,0,"02","PARTLY CLOUDY","15","060",5,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32,8.3,NA,NA,35,35,10,"MIX","MIXED SPECIES",6,1,225,0,0,0,NA,0,NA,0,NA,0,NA,1,7,1,2,900,87,0,0,2008-05-11 10:01:00,2008-05-11,"1001",2008-05-11 13:53:00,2008-05-11,"1353",2008-05-11 19:54:00,2008-05-11,"1954",2008-05-12 04:13:00,2008-05-12,"0413",26,41,"N",26,52,"N",26,48,"N",26,34,"N",94,10,"W",93,38,"W",93,41,"W",94,5,"W",77.3,78.3,77.3,77.3,3.9,0,8.3,"GOM",NA,NA,"N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04005",1,"SQUID","03",900,NA,NA,NA,NA,NA,NA,26.8,-93.6833333333333,26.5666666666667,-94.0833333333333,26.6833333333333,-94.1666666666667,26.8666666666667,-93.6333333333333,2008-05-11,2008,5,0,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45403707027435,0.0531895868480206,21.0188064575195,-2.69917200057535e-05,-0.000125450271298178,-6.25706961727701e-05,21.0126857757568,21.0057487487793,-4.49655675888062,0.125669702887535,0.270926922559738,0.169477701187134,8.56880078003996e-09,0.0231956783682108,275580.78125,-1404.55725097656,0.375770853393771,2008-05-11 10:01:00,2008-05-11 13:53:00,2008-05-11 11:31:26,2008-05-12 00:55:06,2.35944444444444,3.64055555555556,0,0,211209.590158288,410219.163515756
271218,61924,6,"675",1,1,0,"02","PARTLY CLOUDY","20","140",5,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32.5,8.3,NA,NA,35,35,10,"YFT","TUNA YELLOWFIN",6.7,1,225,1,250,0,NA,0,NA,0,NA,0,NA,1,7,1,2,900,34,0,0,2008-05-12 09:27:00,2008-05-12,"0927",2008-05-12 13:22:00,2008-05-12,"1322",2008-05-12 20:06:00,2008-05-12,"2006",2008-05-13 02:12:00,2008-05-13,"0212",26,38,"N",26,48,"N",26,47,"N",26,26,"N",94,20,"W",93,47,"W",93,48,"W",94,12,"W",77,76.7,76.7,77.3,3.9,0,6.1,"GOM",NA,NA,"N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04005",1,"SQUID","03",900,NA,NA,NA,NA,NA,NA,26.7833333333333,-93.8,26.4333333333333,-94.2,26.6333333333333,-94.3333333333333,26.8,-93.7833333333333,2008-05-12,2008,5,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50030934810638,0.0532510690391064,21.0185928344727,-0.000103461454273202,-0.000106354571471456,-6.09964263276197e-05,21.0127468109131,21.0058040618896,-4.56400203704834,0.124305367469788,0.25058713555336,0.171534359455109,1.13776339460969e-08,0.0234702862799168,279291.09375,-1415.05639648438,0.48424103431341,2008-05-12 09:27:00,2008-05-12 13:22:00,2008-05-12 11:31:31,2008-05-13 00:56:06,1.84138888888889,4.85861111111111,0,0,197589.192993163,402590.46808714
271219,61924,7,"675",1,1,0,"02","PARTLY CLOUDY","20","140",7,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",29.5,8.3,NA,NA,35,35,10,"YFT","TUNA YELLOWFIN",6.1,1,200,1,200,0,NA,0,NA,0,NA,0,NA,1,6,1,2,800,21,0,0,2008-05-13 09:50:00,2008-05-13,"0950",2008-05-13 13:23:00,2008-05-13,"1323",2008-05-13 19:31:00,2008-05-13,"1931",2008-05-14 00:40:00,2008-05-14,"0040",26,42,"N",26,35,"N",26,31,"N",26,37,"N",94,2,"W",94,33,"W",94,33,"W",94,8,"W",77,78,78,76.7,3.6,0,5.2,"GOM",NA,NA,"N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04005",1,"SQUID","03",800,NA,NA,NA,NA,NA,NA,26.5166666666667,-94.55,26.6166666666667,-94.1333333333333,26.7,-94.0333333333333,26.5833333333333,-94.55,2008-05-13,2008,5,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45403707027435,0.0519900880753994,21.0184497833252,6.77374237056938e-06,-8.54959362186491e-05,-4.29432802775409e-05,21.0128440856934,21.0063457489014,-4.60584878921509,0.124742887914181,0.175319090485573,0.128806069493294,3.92323817877127e-09,0.0175001733005047,272413.25,-1621.19323730469,0.589884131077119,2008-05-13 09:50:00,2008-05-13 13:23:00,2008-05-13 11:32:13,2008-05-14 00:57:43,1.84638888888889,4.25361111111111,0,0,168882.323983295,395620.687163706
271220,61924,8,"675",1,1,1,"02","PARTLY CLOUDY","10","130",7,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32.6,8.1,NA,NA,35,35,10,"YFT","TUNA YELLOWFIN",5.4,1,225,1,250,0,NA,0,NA,0,NA,0,NA,1,7,1,2,900,19,0,0,2008-05-15 09:54:00,2008-05-15,"0954",2008-05-15 13:55:00,2008-05-15,"1355",2008-05-15 19:20:00,2008-05-15,"1920",2008-05-16 01:58:00,2008-05-16,"0158",26,48,"N",26,38,"N",26,35,"N",26,42,"N",93,45,"W",94,18,"W",94,17,"W",93,45,"W",77,78.5,78.1,77.3,4,0,6.6,"GOM",NA,NA,"N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04005",1,"SQUID","03",900,NA,NA,NA,NA,NA,NA,26.5833333333333,-94.2833333333333,26.7,-93.75,26.8,-93.75,26.6333333333333,-94.3,2008-05-15,2008,5,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50048065185547,0.0531634390354156,21.018892288208,-1.78390073415358e-05,-6.44057945464738e-05,-4.85497257614043e-05,21.0128269195557,21.0058631896973,-4.81984043121338,0.121427334845066,0.298598617315292,0.136716559529305,2.45266140730394e-09,0.0212930738925934,279291.09375,-1415.05639648438,0.777023564428953,2008-05-15 09:54:00,2008-05-15 13:55:00,2008-05-15 11:29:51,2008-05-16 00:57:49,2.41916666666667,2.98083333333333,0,0,198386.362391073,404440.958768687
271221,61924,9,"675",1,1,1,"02","PARTLY CLOUDY","10","130",4,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",31.2,8.5,NA,NA,35,35,10,"YFT","TUNA YELLOWFIN",9.4,1,225,1,450,0,NA,0,NA,0,NA,0,NA,1,7,1,2,900,54,0,0,2008-05-17 15:39:00,2008-05-17,"1539",2008-05-17 19:21:00,2008-05-17,"1921",2008-05-18 04:43:00,2008-05-18,"0443",2008-05-18 12:35:00,2008-05-18,"1235",27,44,"N",27,41,"N",27,38,"N",27,46,"N",93,47,"W",94,22,"W",95,15,"W",93,45,"W",76.6,77.1,76.7,76.4,3.7,0,7.9,"GOM",NA,NA,"N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04005",1,"SQUID","03",900,NA,NA,NA,NA,NA,NA,27.6333333333333,-95.25,27.7666666666667,-93.75,27.7333333333333,-93.7833333333333,27.6833333333333,-94.3666666666667,2008-05-18,2008,5,0,0,0,0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45403707027435,0.0521056540310383,21.0184440612793,7.76184037931671e-07,-2.18946261156816e-05,-5.646439967677e-05,21.0127696990967,NA,-4.68127059936523,0.124471008777618,0.746304929256439,0.0272616986185312,2.71648231686683e-10,0.0134741952642798,169620.15625,-436.078247070312,0.96034688113442,2008-05-17 15:39:00,2008-05-17 19:21:00,2008-05-17 11:28:02,2008-05-18 01:01:55,3.7,5.7,0,0,169624.602387014,516835.446777918
271222,61925,1,"675",1,1,1,"02","PARTLY CLOUDY","10","130",2,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",27.7,6.3,1664,1683,2,50,NA,"MIX","MIXED SPECIES",9.9,1,120,0,0,0,NA,0,NA,0,NA,1,2,1,4,0,NA,600,23,0,0,2008-05-29 05:10:00,2008-05-29,"0510",2008-05-29 09:42:00,2008-05-29,"0942",2008-05-29 19:38:00,2008-05-29,"1938",2008-05-30 05:01:00,2008-05-30,"0501",27,54,"N",27,53,"N",27,50,"N",27,42,"N",86,11,"W",86,21,"W",86,23,"W",86,19,"W",81.3,81.5,81.5,81.2,4.5,0,9.4,"GOM",NA,"TARGET SPECIES MIX OF YFT AND DOL.","N",1,2016-08-01 05:35:34,1,2017-01-24 06:15:01,NA,"N04006",1,"SARDINE","05",600,NA,NA,NA,NA,NA,NA,27.8333333333333,-86.3833333333333,27.7,-86.3166666666667,27.9,-86.1833333333333,27.8833333333333,-86.35,2008-05-29,2008,5,14,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58174014091492,0.0525296367704868,21.0190277099609,6.21145009063184e-05,-5.7807941630017e-05,-5.81142339797225e-05,21.0135555267334,21.005578994751,-5.97422456741333,0.130762249231339,0.0996444821357727,0.656935572624207,3.71889363748323e-09,0.0278681591153145,229770.03125,-3112.18505859375,0.408319291281696,2008-05-29 05:10:00,2008-05-29 09:42:00,2008-05-29 10:51:27,2008-05-30 00:36:56,0,9.9,0,0,956952.330884871,577939.814292487
